E055	E056	E059	E061	E057	E058	E028	E027	E104	E095	E105	E065	E085	E084	E109	E106	E079	E094	gene_id	gene_name
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000196329	GIMAP5
Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000196337	CGB7
High	High	High	High	High	High	High	High	Low	Low	Low	High	Low	High	High	Low	High	High	ENSG00000196368	NUDT11
High	High	High	High	High	Low	High	High	High	High	High	High	Low	Low	Low	High	High	High	ENSG00000196378	ZNF34
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	Low	High	High	Low	Low	Low	Low	ENSG00000196388	INCA1
Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	Low	High	Low	Low	High	Low	Low	ENSG00000196391	ZNF774
High	High	High	High	High	Low	Low	Low	High	Low	High	Low	High	High	Low	High	High	High	ENSG00000196405	EVL
Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000196408	NOXO1
Low	Low	Low	Low	Low	High	High	High	Low	High	Low	High	High	High	Low	Low	Low	Low	ENSG00000196417	ZNF765
Low	High	Low	High	High	Low	Low	High	Low	Low	High	Low	High	High	High	High	High	High	ENSG00000196436	NPIPB15
High	High	High	High	High	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	ENSG00000196456	ZNF775
High	Low	Low	Low	Low	High	High	High	High	High	High	Low	High	High	Low	Low	High	Low	ENSG00000196458	ZNF605
Low	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000196466	ZNF799
High	Low	High	High	High	Low	Low	High	Low	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000196470	SIAH1
High	High	High	High	High	High	Low	Low	High	Low	High	High	Low	High	High	High	Low	High	ENSG00000196476	C20orf96
Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000196502	SULT1A1
High	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000196505	GDAP2
High	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	ENSG00000196517	SLC6A9
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	Low	ENSG00000196526	AFAP1
High	High	High	High	Low	Low	High	High	Low	Low	Low	High	High	High	High	Low	Low	Low	ENSG00000196549	MME
High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000196550	FAM72A
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	High	High	High	High	ENSG00000196557	CACNA1H
Low	High	Low	Low	High	High	High	High	High	High	High	Low	Low	High	High	High	High	Low	ENSG00000196562	SULF2
High	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000196584	XRCC2
High	High	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000196586	MYO6
High	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000196588	MKL1
High	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	High	High	High	Low	High	ENSG00000196611	MMP1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000196616	ADH1B
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000196620	UGT2B15
Low	Low	High	High	High	High	Low	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000196636	SDHAF3
Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	High	High	Low	Low	Low	High	ENSG00000196646	ZNF136
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000196663	TECPR2
Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000196684	HSH2D
Low	Low	Low	Low	Low	Low	High	Low	High	Low	High	High	High	High	Low	Low	Low	High	ENSG00000196689	TRPV1
Low	Low	Low	Low	Low	High	Low	High	Low	Low	Low	High	High	High	High	Low	Low	High	ENSG00000196693	ZNF33B
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000196705	ZNF431
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000196712	NF1
High	High	Low	High	Low	High	Low	High	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000196724	ZNF418
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	Low	ENSG00000196735	HLA-DQA1
High	High	Low	High	High	High	Low	High	High	Low	High	Low	High	High	Low	Low	High	Low	ENSG00000196739	COL27A1
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000196747	HIST1H2AI
High	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	ENSG00000196754	S100A2
Low	High	High	High	High	High	High	High	Low	Low	Low	High	Low	Low	High	High	High	High	ENSG00000196781	TLE1
High	Low	Low	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	ENSG00000196792	STRN3
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000196805	SPRR2B
High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000196810	CTBP1-AS2
High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000196812	ZSCAN16
Low	Low	High	High	High	High	High	Low	High	High	High	High	Low	Low	High	High	Low	High	ENSG00000196839	ADA
High	High	Low	High	High	High	High	High	High	High	High	High	High	High	Low	Low	High	Low	ENSG00000196867	ZFP28
Low	Low	High	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000196878	LAMB3
Low	Low	High	High	Low	Low	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	High	ENSG00000196917	HCAR1
High	High	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000196935	SRGAP1
High	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000196975	ANXA4
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	Low	Low	High	Low	ENSG00000197024	ZNF398
High	Low	Low	Low	Low	High	High	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000197044	ZNF441
High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000197056	ZMYM1
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	High	Low	Low	ENSG00000197077	KIAA1671
Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000197121	PGAP1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000197142	ACSL5
High	Low	Low	High	Low	Low	High	High	Low	High	Low	Low	High	High	High	Low	Low	Low	ENSG00000197147	LRRC8B
High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000197153	HIST1H3J
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	High	Low	High	ENSG00000197165	SULT1A2
High	High	Low	Low	High	High	High	Low	High	Low	High	Low	Low	Low	Low	Low	High	Low	ENSG00000197182	MIRLET7BHG
Low	Low	High	High	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000197183	NOL4L
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	High	High	ENSG00000197191	CYSRT1
Low	High	Low	High	High	High	Low	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000197223	C1D
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000197245	FAM110D
Low	Low	Low	Low	Low	Low	High	High	Low	High	High	High	High	High	High	High	High	High	ENSG00000197249	SERPINA1
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	High	Low	ENSG00000197261	C6orf141
High	High	High	High	High	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000197265	GTF2E2
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000197273	GUCA2A
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	Low	Low	High	High	High	High	ENSG00000197279	ZNF165
High	High	High	High	High	Low	High	High	High	High	High	High	Low	Low	Low	High	High	Low	ENSG00000197321	SVIL
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	Low	Low	High	High	ENSG00000197361	FBXL22
High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000197380	DACT3
Low	High	High	Low	High	High	High	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000197381	ADARB1
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000197385	ZNF860
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	High	High	High	ENSG00000197405	C5AR1
High	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000197406	DIO3
Low	Low	Low	High	Low	Low	High	Low	High	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000197429	IPP
Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	High	High	High	High	High	Low	ENSG00000197471	SPN
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	Low	Low	High	Low	ENSG00000197479	PCDHB11
High	High	High	High	Low	Low	Low	Low	High	Low	High	High	High	High	Low	High	High	High	ENSG00000197496	SLC2A10
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000197535	MYO5A
Low	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000197555	SIPA1L1
Low	Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000197563	PIGN
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000197565	COL4A6
High	High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000197568	HHLA3
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000197580	BCO2
High	High	Low	Low	Low	High	High	High	High	High	High	Low	High	High	Low	High	High	High	ENSG00000197608	ZNF841
Low	Low	Low	Low	High	High	Low	Low	High	High	High	High	Low	Low	High	Low	High	High	ENSG00000197614	MFAP5
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000197616	MYH6
High	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	Low	Low	High	High	ENSG00000197619	ZNF615
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000197629	MPEG1
High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000197632	SERPINB2
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	ENSG00000197635	DPP4
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000197641	SERPINB13
High	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000197646	PDCD1LG2
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	Low	Low	Low	Low	High	Low	ENSG00000197647	ZNF433
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	Low	ENSG00000197714	ZNF460
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000197757	HOXC6
High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000197766	CFD
Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	High	ENSG00000197769	MAP1LC3C
High	High	High	High	High	Low	High	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000197774	EME2
Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000197822	OCLN
High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000197860	SGTB
Low	Low	High	High	Low	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000197885	NKIRAS1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000197888	UGT2B17
Low	Low	High	High	Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000197892	KIF13B
High	High	High	High	High	High	Low	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000197905	TEAD4
Low	Low	High	High	High	High	Low	High	High	High	High	Low	Low	Low	Low	High	High	Low	ENSG00000197921	HES5
Low	Low	Low	Low	Low	High	Low	High	Low	Low	High	High	High	High	High	High	High	High	ENSG00000197933	ZNF823
High	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000197935	ZNF311
High	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	ENSG00000197937	ZNF347
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000197951	ZNF71
High	High	Low	Low	High	High	High	High	Low	High	Low	Low	High	High	Low	Low	Low	Low	ENSG00000197961	ZNF121
Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000197969	VPS13A
Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	High	Low	Low	ENSG00000197971	MBP
Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000197978	GOLGA6L9
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	Low	Low	ENSG00000197991	RP11-310K10.1
Low	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000198018	ENTPD7
High	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	Low	Low	High	High	ENSG00000198040	ZNF84
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	Low	High	High	Low	High	ENSG00000198056	PRIM1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	ENSG00000198074	AKR1B10
Low	Low	Low	High	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000198087	CD2AP
High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000198089	SFI1
Low	Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	High	Low	ENSG00000198105	ZNF248
High	High	Low	Low	High	High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	ENSG00000198121	LPAR1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000198125	MB
High	High	Low	High	Low	High	High	High	High	High	High	High	High	High	High	Low	High	Low	ENSG00000198162	MAN1A2
High	High	Low	High	High	High	High	High	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000198169	ZNF251
High	Low	Low	Low	Low	High	High	Low	Low	High	High	Low	High	High	Low	Low	High	Low	ENSG00000198182	ZNF607
High	Low	Low	Low	High	High	Low	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000198185	ZNF334
High	Low	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000198189	HSD17B11
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000198203	SULT1C2
High	High	High	High	High	High	High	High	High	High	Low	Low	High	High	Low	Low	Low	Low	ENSG00000198265	HELZ
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000198298	ZNF485
Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	High	High	High	Low	High	High	ENSG00000198300	PEG3
High	High	High	High	High	High	Low	Low	High	High	Low	High	Low	Low	Low	Low	Low	High	ENSG00000198331	HYLS1
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000198346	ZNF813
High	High	High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	Low	High	ENSG00000198369	SPRED2
High	High	High	High	High	High	Low	High	Low	High	Low	High	High	Low	High	High	Low	High	ENSG00000198373	WWP2
High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	Low	Low	High	High	High	ENSG00000198399	ITSN2
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	Low	High	ENSG00000198429	ZNF69
High	High	Low	Low	High	High	Low	Low	High	High	High	High	High	High	Low	Low	High	High	ENSG00000198464	ZNF480
Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000198478	SH3BGRL2
Low	High	Low	Low	Low	High	High	Low	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000198482	ZNF808
High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000198483	ANKRD35
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	ENSG00000198488	B3GNT6
High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000198496	NBR2
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000198502	HLA-DRB5
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	ENSG00000198523	PLN
Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000198538	ZNF28
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	High	High	High	Low	ENSG00000198553	KCNRG
High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000198556	ZNF789
High	High	Low	Low	High	Low	Low	High	High	High	High	High	Low	High	High	Low	High	High	ENSG00000198576	ARC
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000198598	MMP17
High	High	Low	Low	High	High	High	High	Low	Low	Low	High	High	Low	High	High	High	High	ENSG00000198604	BAZ1A
Low	Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000198624	CCDC69
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	High	ENSG00000198643	FAM3D
High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000198682	PAPSS2
High	High	High	High	High	High	High	Low	High	High	High	High	Low	High	High	Low	High	Low	ENSG00000198689	SLC9A6
High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000198707	CEP290
High	Low	Low	High	Low	Low	Low	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000198718	FAM179B
Low	Low	Low	Low	High	High	Low	High	High	High	High	Low	High	High	High	High	High	High	ENSG00000198719	DLL1
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	ENSG00000198720	ANKRD13B
Low	High	High	High	Low	Low	High	Low	Low	High	High	Low	Low	Low	Low	High	Low	High	ENSG00000198722	UNC13B
Low	Low	Low	Low	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000198729	PPP1R14C
High	High	High	High	High	High	High	High	Low	High	Low	High	Low	Low	Low	High	High	High	ENSG00000198742	SMURF1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000198758	EPS8L3
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	Low	High	ENSG00000198771	RCSD1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000198788	MUC2
Low	High	High	Low	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000198794	SCAMP5
High	High	High	High	Low	High	High	High	High	High	High	Low	High	High	High	High	Low	Low	ENSG00000198799	LRIG2
High	Low	High	High	Low	Low	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	ENSG00000198814	GK
High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	High	Low	Low	Low	Low	ENSG00000198825	INPP5F
High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000198826	ARHGAP11A
Low	Low	Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	High	Low	Low	High	Low	ENSG00000198835	GJC2
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000198842	DUSP27
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	High	ENSG00000198844	ARHGEF15
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	Low	Low	High	Low	ENSG00000198848	CES1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	ENSG00000198851	CD3E
High	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000198885	ITPRIPL1
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	ENSG00000198889	DCAF12L1
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000198901	PRC1
High	Low	High	High	High	High	High	Low	High	Low	Low	Low	Low	High	High	High	High	Low	ENSG00000198910	L1CAM
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	High	Low	ENSG00000198920	KIAA0753
High	High	Low	High	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000198932	GPRASP1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000198944	SOWAHA
High	High	Low	High	High	High	High	Low	High	Low	High	Low	High	Low	Low	Low	High	Low	ENSG00000203392	CTD-2026K11.6
Low	Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000203546	RP11-176H8.1
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	ENSG00000203685	STUM
High	High	Low	Low	High	High	Low	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000203706	SERTAD4-AS1
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000203722	RAET1G
Low	High	Low	Low	High	Low	High	Low	High	High	High	High	High	Low	High	Low	Low	High	ENSG00000203724	C1orf53
High	High	Low	High	Low	Low	High	Low	High	High	Low	Low	Low	High	Low	Low	Low	Low	ENSG00000203737	GPR52
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000203747	FCGR3A
High	High	High	High	High	High	High	High	Low	Low	Low	High	Low	High	High	High	High	High	ENSG00000203760	CENPW
High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000203772	SPRN
High	High	High	High	High	Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000203778	FAM229B
High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000203786	KPRP
High	High	High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	High	ENSG00000203791	METTL10
High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	High	ENSG00000203811	HIST2H3C
High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	ENSG00000203852	HIST2H3A
High	Low	Low	Low	Low	Low	High	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	ENSG00000203865	ATP1A1-AS1
Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000203883	SOX18
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	High	ENSG00000204003	RP11-216L13.16
